,deal_id,deal_name,código_do_inep,origem,campanhas_de_ataque,link_qedu,cidade_encontrada,campanha_de_marketing_que_originou_a_mql,deal_stage,cidade,sistema_de_ensino,nível_de_crença,qualificação_socioeconômica,dominio_(url_do_site_da_escola),associated_company_id,associated_company,associated_contact_ids,associated_contacts
75,4708040531,Esquema Único,35810095,,[FV] - Lista Poliedro,http://www.qedu.org.br/escola/204296-colegio-esquema-unico/sobre,"MARÍLIA
 ",Não veio via campanha de Marketing,0P. Prospect,Bauru,Poliedro,,A/B,esquemaunico.com.br,5604805250,Esquema Único,,
76,4708040530,Funlec,50024701,,[FV] - Lista Poliedro,https://www.qedu.org.br/escola/259384-colegio-hermesindo-alonso-gonzalez/censo-escolar,"TRÊS LAGOAS
 ",Não veio via campanha de Marketing,0P. Prospect,Três Lagoas,Poliedro,,A/B,funlec.com.br,5604641031,Funlec,,
77,4706510891,Colégio ADV Barra Bonita EM e Pré-Vestibular,35299546,,[FV] - Lista Poliedro,https://www.qedu.org.br/escola/188762-colegio-adv/censo-escolar,"BARRA BONITA
 ",Não veio via campanha de Marketing,0P. Prospect,Barra Bonita,Poliedro,,A/B,colegioadv.com.br,4931226286,Colégio ADV,,
78,4706510890,Colégio ADV Barra Bonita Infantil e EF,,,[FV] - Lista Poliedro,,Barra Bonita,Não veio via campanha de Marketing,0P. Prospect,Barra Bonita,Poliedro,,A/B,colegioadv.com.br,4931226286,Colégio ADV,,
79,4706510889,Colégio Integrado,41015673,,[FV] - Lista Poliedro,http://www.qedu.org.br/escola/235762-cei-centro-educacional-integrado-ltda/sobre,"CAMPO MOURÃO
 ",Não veio via campanha de Marketing,0P. Prospect,Campo Mourão,Poliedro,,C/D,grupointegrado.br,5605000816,Colégio Integrado,,
80,4706508351,Colégio de Aplicações,42068673,,[FV] - Lista Poliedro,http://qedu.org.br/escola/215930-colegio-de-aplicacao-da-univali/sobre,"ITAJAÍ
 ",Não veio via campanha de Marketing,0P. Prospect,Itajaí,Poliedro,,C/D,univali.br,5604880524,Colégio de Aplicações,,
81,4706508349,Colégio Ipê,35161950,,[FV] - Lista Poliedro,http://www.qedu.org.br/escola/200180-colegio-ipe/sobre,"ARUJÁ
 ",Não veio via campanha de Marketing,0P. Prospect,Arujá,Poliedro,,A/B,colegioipearuja.com.br,5604878992,Colégio Ipê,,
82,4706504002,Colégio Nova Geração,35439526,,[FV] - Lista Poliedro,http://www.qedu.org.br/escola/213607-colegio-nova-geracao/sobre,"SÃO JOSÉ DOS CAMPOS
 ",Não veio via campanha de Marketing,Xb. Churn — Não Ligar,Caraguatatuba,Poliedro,X. Churn,Desqualificada,colegionovageracao.com.br,5603690776,Colégio Nova Geração,,
83,4706504001,FIDE,31341290,COM — Arpão,[FV] - Lista Poliedro,http://www.qedu.org.br/escola/161058-cei-fide/sobre,"ITABIRA
 ",Não veio via campanha de Marketing,0P. Prospect,Itabira,Poliedro,,A/B,fideitabira.com.br,5604908085,FIDE,,
84,4706501523,São José,35109721,,[FV] - Lista Poliedro,http://qedu.org.br/escola/208592-colegio-sao-jose/sobre,"SANTOS
 ",Não veio via campanha de Marketing,0P. Prospect,Santos,Poliedro,,C/D,portal.sipeb.com.br,5604944523,São José,,
85,4663691669,Colégio Canopus,35195133,COM — Arpão,[FV] - Lista Poliedro,http://qedu.org.br/escola/210261-canopus-colegio/sobre,"CARAGUATATUBA
 ",[MAR 2021] Infinite Learning Painéis,0P. Prospect,Caraguatatuba,Poliedro,X. Churn,C/D,,5643943544,Colégio Canopus,13319101,coordenacao@colegiocanopus.com.br
86,4663553715,Colégio ADV Jaú,35568036,COM — Arpão,[FV] - Lista Poliedro,http://www.qedu.org.br/escola/279763-adv-colegio-jau-ensino-fundamental-i/sobre,"JAÚ
 ",[MAR 2021] Infinite Learning Painéis,2R. RAQ,Jaú,Poliedro,,A/B,colegioadv.com.br,4931226286,Colégio ADV,"13054703, 13319406, 13329501, 13329551","rosemerioliv@hotmail.com, rsancinetti@bol.com.br, Lilian, Rafaella Pelisson"
87,1447063163,UNIVAP Vila Branca,35167800,COM — Arpão,[FV] - Lista Poliedro,https://www.qedu.org.br/escola/191098-univap-vila-branca-colegio-tecnico/sobre,"JACAREÍ
 ",Não veio via campanha de Marketing,0P. Prospect,Jacareí,Poliedro,,A/B,,2835420691,UNIVAP Vila Branca,9651,Amanda
88,1442766894,Colégio Catarinense,42000670,COM — Arpão,[FV] - Lista Poliedro,http://www.qedu.org.br/escola/217908-colegio-catarinense/censo-escolar,"FLORIANÓPOLIS
 ",Não veio via campanha de Marketing,0P. Prospect,Florianópolis,Poliedro,,Premium,,2835449794,Colégio Catarinense,"12337403, 13320951","mjandrade@colegiocatarinense.g12.br, Cláudia Maggioni"
89,1442741431,Colégio Século,13101765,"CONQ — Cold Contact (Call, Email, WhatsApp)",[FV] - Lista Poliedro,https://www.qedu.org.br/escola/273118-centro-educacional-seculo/censo-escolar,"MANAUS
 ",Não veio via campanha de Marketing,0P. Prospect,Manaus,Poliedro,X. Churn,Premium,,2835449792,Colégio Século,12304801,nivia.carvalho@yahoo.com.br
90,1442741311,Colégio Leme,42084695,"CONQ — Cold Contact (Call, Email, WhatsApp)",[FV] - Lista Poliedro,http://www.qedu.org.br/escola/270776-colegio-leme-ltda/sobre,"CRICIÚMA
 ",Não veio via campanha de Marketing,0P. Prospect,Criciúma,Poliedro,X. Churn,,,2835473698,Colégio Leme,,
91,1442741303,Colégio Ideal,35295784,"CONQ — Warm Contact (Call, Email, WhatsApp)",[FV] - Lista Poliedro,http://www.qedu.org.br/escola/184093-colegio-ideal/sobre,"RIBEIRÃO PRETO
 ",Não veio via campanha de Marketing,0P. Prospect,Ribeirão Preto,Poliedro,X. Churn,A/B,https://www.colegioideal.net/,2835449986,Colégio Ideal,"1075753, 1078551","martins.jbio@gmail.com, rafaelam020@gmail.com"
92,1442735853,Colégio PGD,41379110,COM — Arpão,,http://qedu.org.br/escola/236191-eefm-colegio-pgd-ed-inf/sobre,"LONDRINA
 ",Não veio via campanha de Marketing,Xb. Churn — Não Ligar,Londrina,Poliedro,X. Churn,A/B,,2835452768,Colégio PGD,13325201,Patrícia
93,1442729000,COLÉGIO BERLAAR SAGRADO CORAÇÃO DE MARIA/ Pará de Minas MG,31041441,"CONQ — Cold Contact (Call, Email, WhatsApp)",[FV] - Lista Poliedro,http://www.qedu.org.br/escola/159054-colegio-berlaar-sagrado-coracao-de-maria/censo-escolar,"PARÁ DE MINAS
 ",Não veio via campanha de Marketing,0P. Prospect,Pará de Minas,Poliedro,,C/D,,2835420598,Colégio Berlaar Sagrado Coração de Maria,,
94,1442728979,Grupo Unis,31180599,"CONQ — Cold Contact (Call, Email, WhatsApp)",[FV] - Lista Poliedro,http://qedu.org.br/escola/163183-colegio-alpha/censo-escolar,"VARGINHA
 ",Não veio via campanha de Marketing,0P. Prospect,Varginha,Poliedro,X. Churn,C/D,,2835449896,Grupo Unis,"13333901, 13333951","Gustavo Rabelo, Crisitiane Maria"
95,1442721911,Colégio Progressão,35187835,COM — Arpão,"[FV] - Relacionamento Premium (Mateus, Feijão...)",https://www.qedu.org.br/escola/187552-progressao-colegio/censo-escolar,"TAUBATÉ
 ",Não veio via campanha de Marketing,0P. Prospect,Taubaté,Poliedro,X. Churn,C/D,progressao.com,2835429544,Colégio Progressão,"2292201, 12383201","Roberta, haise.macetano@progressao.com"
