,deal_name,cidade,deal_id,código_inep,cidade_encontrada,link_qedu
336,Colégio Majestic,Fortaleza,1442721897,23251867,"FORTALEZA
 ",http://qedu.org.br/escola/62545-colegio-majestic/sobre
337,Colégio Batista Eloah,Fortaleza,1442721850,,"FORTALEZA
 ",https://www.qedu.org.br/escola/66121-colegio-batista-eloah/censo-escolar
338,Escola Bilíngue CE,Fortaleza,1442721841,23259566,"FORTALEZA
 ",http://www.qedu.org.br/escola/283242-escola-municipal-de-educacao-bilingue-francisco-suderland-bastos-mota/sobre
339,Educandário Nossa Senhora da Conceição,Fortaleza,1442721832,23272503,"FORTALEZA
 ",http://www.qedu.org.br/escola/65299-conceicao-educandario-n-s/sobre
340,CWD MAXIMUS COLEGIO,Fortaleza,1442721710,23263741,"FORTALEZA
 ",http://qedu.org.br/escola/54700-colegio-cwd-maximus/sobre
341,Apoena Centro De Educacao,Fortaleza,1442719923,23270233,"FORTALEZA
 ",https://www.qedu.org.br/escola/70115-ce-apoena/sobre
342,Professora Cláudia S,Fortaleza,1442719903,23067217,"FORTALEZA
 ",http://www.qedu.org.br/escola/66173-colegio-claudia-alencar-ltda/sobre
343,Centro de Educação Profissional,Fortaleza,1442719873,,"FORTALEZA
 ",https://www.qedu.org.br/escola/69444-centro-tecnico-e-de-educacao-profissional-ceproce/censo-escolar
344,Colégio Anderson Alves,Fortaleza,1442715827,23266465,"FORTALEZA
 ",http://www.qedu.org.br/escola/67505-colegio-anderson-alves/sobre
345,Colégio Teleyos,Fortaleza,1442715793,23194154,"FORTALEZA
 ",https://www.qedu.org.br/escola/59617-teleyos-colegio/censo-escolar
346,LIMA NOGUEIRA COLEGIO,Fortaleza,1442715768,23267658,"FORTALEZA
 ",http://www.qedu.org.br/escola/63898-colegio-lima-nogueira/sobre
347,Centro educacional Fernão Dias,Fortaleza,1442715708,23070234,"FORTALEZA
 ",http://www.qedu.org.br/escola/70225-ce-fernao-dias/sobre
348,Colégio Nova Dimensão,Fortaleza,1442715678,23267151,"FORTALEZA
 ",http://www.qedu.org.br/escola/63046-colegio-nova-dimensao/sobre
349,Colégio Manuel da Silva,Fortaleza,1442715638,23073888,"FORTALEZA
 ",https://www.qedu.org.br/escola/55686-colegio-manuel-da-silva/censo-escolar
350,Colégio Lucê,Fortaleza,1442713664,23073233,"FORTALEZA
 ",http://www.qedu.org.br/escola/54397-colegio-luce/sobre
351,COLEGIO ESPACO ABERTO,Fortaleza,1442713663,23194669,"FORTALEZA
 ",http://www.qedu.org.br/escola/70925-colegio-espaco-aberto/sobre
352,Colégio Argus,Fortaleza,1442705083,23243716,"FORTALEZA
 ",http://www.qedu.org.br/escola/266414-argus-colegio/sobre
353,SENAC,Fortaleza,1442705056,23191783,"JUAZEIRO DO NORTE
 ",https://www.qedu.org.br/escola/54548-eeief-educar-sesc/censo-escolar
354,Sistema Ludis,Fortaleza,1442385819,23462442,"FORTALEZA
 ",http://www.qedu.org.br/escola/58041-colegio-christus-unidade-sul/sobre
355,Colégio Darwin,Fortaleza,1442385789,23073012,"FORTALEZA
 ",https://www.qedu.org.br/escola/64098-colegio-darwin/censo-escolar
356,Colégio Agnus,Fortaleza,1442385779,23072881,"FORTALEZA
 ",http://www.qedu.org.br/escola/62375-colegio-agnus/sobre
357,Colégio João Batista,Fortaleza,1442385768,23211237,"FORTALEZA
 ",http://www.qedu.org.br/escola/67628-joao-batista-colegio/sobre
358,Colégio Menezes e Sousa,Fortaleza,1442385765,23199407,"FORTALEZA
 ",http://www.qedu.org.br/escola/55109-colegio-menezes-e-sousa/sobre
359,Organização Educacional Academos,Fortaleza,1442385751,23064650,"FORTALEZA
 ",http://www.qedu.org.br/escola/66213-academos-organizacao-educacional/sobre
360,Colégio Daulia Bringel,Fortaleza,1442379521,23067780,"FORTALEZA
 ",https://www.qedu.org.br/escola/71509-colegio-daulia-bringel/censo-escolar
361,Colégio Salomé Bastos,Fortaleza,1442379499,23077409,"FORTALEZA
 ",http://www.qedu.org.br/escola/59608-colegio-salome-bastos/sobre
362,Colégio Master Unidade Bezerra de Menezes,Fortaleza,1442379457,23245573,"FORTALEZA
 ",https://www.qedu.org.br/escola/63573-colegio-master/censo-escolar
363,Colégio Master,Fortaleza,1438561767,23245573,"FORTALEZA
 ",https://www.qedu.org.br/escola/63573-colegio-master/censo-escolar
364,Colégio Antares,Fortaleza,1438549618,23245980,"FORTALEZA
 ",http://www.qedu.org.br/escola/64323-colegio-antares/sobre
365,GIRASSOL CENTRO EDUCACIONAL,Guaratinguetá,4160773357,35803662,"GUARATINGUETÁ
 ",https://www.qedu.org.br/escola/197372-girassol-colegio/censo-escolar
366,Colégio Albert Einstein,Guaratinguetá,1447088007,35125830,"GUARATINGUETÁ
 ",http://www.qedu.org.br/escola/211353-colegio-albert-einstein/sobre
367,Colégio Girassol,Guaratinguetá,1442735527,35803662,"GUARATINGUETÁ
 ",https://www.qedu.org.br/escola/197372-girassol-colegio/censo-escolar
368,Instituto Nossa Senhora do Carmo,Guaratinguetá,1442719890,35110668,"GUARATINGUETÁ
 ",https://qedu.org.br/escola/203686-nossa-senhora-do-carmo-instituto/censo-escolar
369,Colégio Fenix Guaratinguetá,Guaratinguetá,1442385760,35143625,"GUARATINGUETÁ
 ",https://www.qedu.org.br/escola/190675-colegio-fenix/censo-escolar
370,Colégio Tableau Rony Guaratinguetá,Guaratinguetá,1442379430,35433494,"GUARATINGUETÁ
 ",http://qedu.org.br/escola/213795-tableau-colegio-unidade-ii/censo-escolar
371,Colégio Focus,Guaratinguetá,2870421094,35808830,"EMBU
 ",http://qedu.org.br/escola/208543-colegio-focus/sobre
372,Colegio COC Interativo Coin,Pindamonhangaba,5023259957,35299480,"SÃO JOSÉ DOS CAMPOS
 ",https://qedu.org.br/escola/183235-di-thiene-colegio-coc/sobre
373,Colégio Tableau Pindamonhangaba,Pindamonhangaba,4130009766,35168373,"TAUBATÉ
 ",https://www.qedu.org.br/escola/194807-colegio-tableau/censo-escolar
374,Centro Educacional Futura,Pindamonhangaba,1442741633,35102441,"PINDAMONHANGABA
 ",https://www.qedu.org.br/escola/192090-ce-futura/censo-escolar
375,Anglo Pindamonhangaba,Pindamonhangaba,1442735642,35048197,"PINDAMONHANGABA
 ",http://www.qedu.org.br/escola/189541-alexandrina-gomes-de-araujo-rodrigues-professora/sobre
376,FAFIRE,Recife,5043221177,31339512,"JORDÂNIA
 ",http://www.qedu.org.br/escola/160286-instituto-educacional-gamliel/sobre
377,Aba Global Education,Recife,5001642594,26179989,"RECIFE
 ",http://qedu.org.br/escola/83191-escola-internacional-aba/censo-escolar
378,Colégio Madre De Deus Unidade I,Recife,4676286643,26156202,"RECIFE
 ",http://www.qedu.org.br/escola/87988-md-educacional-colegio-madre-de-deus-unidade-ii/sobre
379,Colégio Vera Cruz,Recife,4675902851,26122170,"RECIFE
 ",http://www.qedu.org.br/escola/86010-colegio-vera-cruz/sobre
380,Colégio Idea,Recife,4663605113,26163624,"RECIFE
 ",http://www.qedu.org.br/escola/93820-colegio-ideia/sobre
381,Centro Educacional Lubienska,Recife,4640426897,26127890,"RECIFE
 ",http://www.qedu.org.br/escola/98067-instituto-helena-lubienska/sobre
382,Oficina de Estudos de Recife,Recife,4628690753,26146690,"RECIFE
 ",http://www.qedu.org.br/escola/85515-escola-americana-do-recife/sobre
383,COLÉGIO ELO,Recife,4176490634,26125625,"RECIFE
 ",http://www.qedu.org.br/escola/85523-colegio-elo/sobre
384,Colégio Visão,Recife,4155283332,26118262,"RECIFE
 ",http://www.qedu.org.br/escola/86338-colegio-visao/censo-escolar
385,Colégio Santa Maria,Recife,4011622470,26124220,"RECIFE
 ",http://www.qedu.org.br/escola/85470-colegio-santa-maria/sobre
386,Colégio Ideia,Recife,3981047332,26163624,"RECIFE
 ",http://www.qedu.org.br/escola/93820-colegio-ideia/sobre
387,Escola Pinheiros,Recife,3960981296,26125234,"RECIFE
 ",https://www.qedu.org.br/escola/86490-escola-pinheiros/censo-escolar
388,Colegio Grande Passo,Recife,3421895140,26117991,"RECIFE
 ",https://www.qedu.org.br/escola/83309-colegio-boa-viagem-ltda/sobre
389,Colégio Elo Recife,Recife,3203126503,26125625,"RECIFE
 ",http://www.qedu.org.br/escola/85523-colegio-elo/sobre
390,Cers,Recife,2980307061,,Recife,
391,Instituto Profissional Maria Auxiliadora,Recife,2980300362,26122359,"RECIFE
 ",http://qedu.org.br/escola/91008-instituto-profis-maria-auxiliadora/sobre
392,Escola Internacional de Aldeia,Recife,2939552446,26138182,"CAMARAGIBE
 ",http://www.qedu.org.br/escola/93349-escola-internacional-de-aldeia/sobre
393,Escola Movimento Criativo,Recife,2832220016,26399636,"RECIFE
 ",http://www.qedu.org.br/escola/97380-colegio-movimento-criativo/censo-escolar
394,Colégio Multiplo Ensino,Recife,2832208346,26143330,"RECIFE
 ",http://www.qedu.org.br/escola/97686-colegio-multiplo-ensino/sobre
395,Colégio Cognitivo,Recife,2832198860,26534711,"RECIFE
 ",https://www.qedu.org.br/escola/95135-colegio-cognitivo/censo-escolar
396,Grupo Genese De Ensino,Recife,2832196645,26172860,"RECIFE
 ",http://www.qedu.org.br/escola/90675-grupo-genese-de-ensino-ltda/sobre
397,Colégio Grêmio Educativo,Recife,2832187821,26289601,"RECIFE
 ",http://www.qedu.org.br/escola/97369-colegio-gremio-educativo/sobre
398,Escola Benfica,Recife,2832165236,26153084,"RECIFE
 ",http://www.qedu.org.br/escola/94215-escola-benfica/sobre
399,Colégio Avance,Recife,2832147068,26125404,"RECIFE
 ",http://www.qedu.org.br/escola/98180-colegio-avance/sobre
400,Colégio Maria Tereza,Recife,2832139393,26118270,"RECIFE
 ",https://www.qedu.org.br/escola/86451-colegio-maria-tereza/censo-escolar
401,Colégio Pontual,Recife,2831744767,26162016,"RECIFE
 ",http://qedu.org.br/escola/96713-ce-colegio-pontual/sobre
402,Invest Centro Educacional,Recife,2465702106,26172852,"RECIFE
 ",http://www.qedu.org.br/escola/90674-ce-invest/sobre
403,Colégio Apoio,Recife,2387296055,26117584,"RECIFE
 ",https://qedu.org.br/escola/94751-apoio-grupo-de-asses-educac-e-pedagogica/censo-escolar
404,Colégio da Sagrada Família,Recife,1990215161,26125617,"RECIFE
 ",http://qedu.org.br/escola/85522-colegio-da-sagrada-familia-de-casa-forte/censo-escolar
405,Colégio da Sagrada Família,Recife,1946017735,26125617,"RECIFE
 ",http://qedu.org.br/escola/85522-colegio-da-sagrada-familia-de-casa-forte/censo-escolar
406,GGE,Recife,1807882813,26152630,"RECIFE
 ",http://qedu.org.br/escola/86512-gge-vestibulares/sobre
407,Cursos Baraúna,Recife,1749806600,26118181,"RECIFE
 ",http://www.qedu.org.br/escola/95934-geracao-colegio-e-curso/sobre
408,Colégio Boa Viagem,Recife,1517534896,26117991,"RECIFE
 ",https://www.qedu.org.br/escola/83309-colegio-boa-viagem-ltda/sobre
409,Cursos Baraúna,Recife,1517345267,26118181,"RECIFE
 ",http://www.qedu.org.br/escola/95934-geracao-colegio-e-curso/sobre
410,Colégio e Curso Desafio,Recife,1517331874,26450720,"RECIFE
 ",http://www.qedu.org.br/escola/95676-colegio-e-curso-desafio-centro-educacional-da-iputinga/sobre
411,Colégio Eximius,Recife,1447092458,26166976,"RECIFE
 ",https://www.qedu.org.br/escola/95066-colegio-casaforte/censo-escolar
412,Nip,Recife,1447087996,26157527,"RECIFE
 ",http://qedu.org.br/escola/88199-colegio-terceiro-milenio-ltda/censo-escolar
413,Salesiano Sagrado Coração,Recife,1447082406,26121484,"RECIFE
 ",http://www.qedu.org.br/escola/89556-colegio-salesiano-sagrado-coracao/sobre
414,Colégio Madre De Deus Unidade II,Recife,1447075808,26156202,"RECIFE
 ",http://www.qedu.org.br/escola/87988-md-educacional-colegio-madre-de-deus-unidade-ii/sobre
415,Academia Cristã de Boa Viagem,Recife,1447075783,26124106,"RECIFE
 ",http://www.qedu.org.br/escola/97939-academia-crista-de-boa-viagem/sobre
416,Colégio CFI,Recife,1447063160,26180200,"RECIFE
 ",http://www.qedu.org.br/escola/97790-cfi-colegio-de-formacao-integral/censo-escolar
417,Colégio Santa Bárbara,Recife,1442767010,26143399,"RECIFE
 ",http://www.qedu.org.br/escola/93696-colegio-santa-barbara-ltda/sobre
418,Colégio Monte Líbano,Recife,1442766957,26118050,"RECIFE
 ",http://qedu.org.br/escola/85406-colegio-monte-libano/sobre
419,Escola Conecta,Recife,1442766931,26179989,"RECIFE
 ",http://qedu.org.br/escola/83191-escola-internacional-aba/censo-escolar
420,Colégio Walt Disney,Recife,1442766924,26118114,"RECIFE
 ",http://www.qedu.org.br/escola/85489-colegio-walt-disney/sobre
421,Santa Maria Mazzarello,Recife,1442766880,26120968,"RECIFE
 ",https://qedu.org.br/escola/91975-instituto-santa-maria-mazzarello/censo-escolar
422,Colégio Inovação Recife,Recife,1442766876,26133199,"RECIFE
 ",http://www.qedu.org.br/escola/95231-colegio-inovacao/sobre
423,Colégio Assembleia de Deus,Recife,1442766824,26126060,"RECIFE
 ",http://qedu.org.br/escola/93530-escola-assembleia-de-deus/sobre
424,Colégio Atual,Recife,1442755683,26172739,"RECIFE
 ",https://www.qedu.org.br/escola/86302-escola-geracao-atual/censo-escolar
425,Colégio Dourado,Recife,1442755640,26127091,"RECIFE
 ",http://www.qedu.org.br/escola/90204-colegio-dourado/sobre
426,Colégio Santa Catarina,Recife,1442755549,26122154,"RECIFE
 ",http://www.qedu.org.br/escola/86008-colegio-santa-catarina/sobre
427,Profª Jaqueline Dantas Sabino,Recife,1442748636,,Recife,
428,Colégio Fazer Crescer,Recife,1442748574,26148773,"RECIFE
 ",http://www.qedu.org.br/escola/95660-colegio-fazer-crescer-ltda/sobre
429,Educandário Maria Imaculada,Recife,1442748558,26118424,"RECIFE
 ",http://qedu.org.br/escola/86454-educandario-maria-imaculada/censo-escolar
430,Colégio Anglo Líder,Recife,1442748426,26180863,"RECIFE
 ",http://www.qedu.org.br/escola/265313-colegio-anglo-lider/sobre
431,Colégio Ser e Crescer,Recife,1442748395,26123746,"RECIFE
 ",http://qedu.org.br/escola/88753-colegio-ser-e-crescer/censo-escolar
432,Colégio NAP,Recife,1442747167,26162032,"RECIFE
 ",http://www.qedu.org.br/escola/90107-colegio-nap-nucleo-de-acao-pedagogica/sobre
433,Shalon Centro Educacional,Recife,1442741698,26132540,"RECIFE
 ",http://qedu.org.br/escola/95336-ce-shalon/sobre
434,Escola Pequeno Príncipe,Recife,1442741586,26162822,"RECIFE
 ",http://qedu.org.br/escola/89418-escola-pequeno-principe/sobre
435,Colégio Adventista Do Arruda,Recife,1442741526,26128853,"RECIFE
 ",https://www.qedu.org.br/escola/98480-colegio-adventista-do-arruda/censo-escolar
436,ENSA,Recife,1442741334,26109921,"JABOATÃO DOS GUARARAPES
 ",http://www.qedu.org.br/escola/82275-escola-nossa-senhora-aparecida/sobre
437,Santa Terezinha do Menino Jesus,Recife,1442735887,26176653,"RECIFE
 ",http://qedu.org.br/escola/98251-educandario-santa-terezinha-do-menino-jesus/sobre
438,Educandário Lima Júnior,Recife,1442735795,26282615,"JABOATÃO DOS GUARARAPES
 ",http://qedu.org.br/escola/97916-educandario-lima-junior/censo-escolar
439,Sesi,Recife,1442735794,26167115,"RECIFE
 ",http://www.qedu.org.br/escola/86726-sesi-centro-de-atividade-presidente-dutra/sobre
440,Centro Educacional João Brito,Recife,1442735777,26120429,"RECIFE
 ",http://www.qedu.org.br/escola/85476-ce-joao-brito/sobre
441,Presbiteriano Agnes Erskine,Recife,1442735719,26122090,"RECIFE
 ",http://www.qedu.org.br/escola/86003-colegio-presbiteriano-agnes-erskine/sobre
442,Colégio Equipe Recife,Recife,1442735711,26118165,"RECIFE
 ",http://www.qedu.org.br/escola/86335-colegio-equipe/sobre
443,Colégio Jesus Crucificado,Recife,1442735669,26122413,"RECIFE
 ",http://qedu.org.br/escola/91011-colegio-jesus-crucificado/censo-escolar
444,Colégio 2001,Recife,1442735668,26205602,"RECIFE
 ",http://www.qedu.org.br/escola/83443-colegio-2001/sobre
445,Escola São Jorge,Recife,1442735644,26120208,"RECIFE
 ",http://www.qedu.org.br/escola/95109-escola-sao-jorge/sobre
446,Colégio Terceiro Milênio,Recife,1442735591,26157527,"RECIFE
 ",http://qedu.org.br/escola/88199-colegio-terceiro-milenio-ltda/censo-escolar
447,Walfrido Campos F0,Recife,1442735569,26099322,"ESCADA
 ",http://www.qedu.org.br/escola/93455-escola-de-referencia-em-ensino-medio-professor-eraldo-campos/sobre
448,Colégio Geração e Curso,Recife,1442735557,26118181,"RECIFE
 ",http://www.qedu.org.br/escola/95934-geracao-colegio-e-curso/sobre
449,Colégio Henrique Dias,Recife,1442735519,26118190,"RECIFE
 ",http://www.qedu.org.br/escola/86336-colegio-henrique-dias/sobre
450,Instituto Ivone Vanderley,Recife,1442735514,26125447,"RECIFE
 ",http://qedu.org.br/escola/93288-instituto-ivone-vanderley/censo-escolar
451,Colégio Marista Sao Luis,Recife,1442735466,26122162,"RECIFE
 ",http://qedu.org.br/escola/86009-colegio-marista-sao-luis/censo-escolar
452,Profº Rui Lima,Recife,1442729052,26125560,"RECIFE
 ",http://qedu.org.br/escola/93293-em-professor-jose-lourenco-de-lima/censo-escolar
453,Foco PE,Recife,1442727180,26146690,"RECIFE
 ",http://www.qedu.org.br/escola/85515-escola-americana-do-recife/sobre
454,Secretaria de Educação Recife,Recife,1442722076,26125048,"RECIFE
 ",https://www.qedu.org.br/escola/86485-erem-joao-bezerra/censo-escolar
455,Centro Educacional Vila Sézamo,Recife,1442722021,26140870,"RECIFE
 ",http://www.qedu.org.br/escola/89858-escola-vila-sezamo/sobre
456,Colégio 17 de Agosto,Recife,1442721908,26528711,"RECIFE
 ",http://www.qedu.org.br/escola/95637-colegio-17-de-agosto/sobre
457,Gomestec,Recife,1442721898,,Recife,
458,Colegio Das Damas Da Instrucao Crista,Recife,1442721723,26122081,"RECIFE
 ",http://www.qedu.org.br/escola/86002-colegio-das-damas-da-instrucao-crista/sobre
459,Colégio Presbiteriano Agnes Erskine,Recife,1442719900,26122090,"RECIFE
 ",http://www.qedu.org.br/escola/86003-colegio-presbiteriano-agnes-erskine/sobre
460,Recife School,Recife,1442715806,26146690,"RECIFE
 ",http://www.qedu.org.br/escola/85515-escola-americana-do-recife/sobre
461,Colégio Marista São Luis,Recife,1442715773,26122162,"RECIFE
 ",http://qedu.org.br/escola/86009-colegio-marista-sao-luis/censo-escolar
462,Colégio Tempo De Crescer,Recife,1442715751,26181363,"RECIFE
 ",http://qedu.org.br/escola/265427-colegio-tempo-de-crescer/sobre
463,Adventista do Recife,Recife,1442715714,26121328,"RECIFE
 ",http://www.qedu.org.br/escola/86055-colegio-adventista-do-recife/sobre
464,Escola Caminhando com Cristo,Recife,1442715712,26181797,"RECIFE
 ",https://www.qedu.org.br/escola/265376-escola-caminhando-com-cristo/censo-escolar
465,Colégio Modelo do Recife,Recife,1442715696,26122235,"RECIFE
 ",http://www.qedu.org.br/escola/89657-colegio-modelo-do-recife/sobre
466,Colégio Santa Catarina,Recife,1442715668,26122154,"RECIFE
 ",http://www.qedu.org.br/escola/86008-colegio-santa-catarina/sobre
467,Reforço escolar Matemática e Física,Recife,1442385826,,"RECIFE
 ",https://webcache.googleusercontent.com/search?q=cache:Ll7SVfhFtlgJ:https://qedu.org.br/escola/97413-em-doutor-rodolfo-aureliano/ideb+&cd=3&hl=pt-BR&ct=clnk&gl=br
468,Professor Flávio,Recife,1442385809,26139618,"RECIFE
 ",http://www.qedu.org.br/escola/90264-colegio-militar-do-recife/censo-escolar
469,Colégio Saber Viver,Recife,1423630614,26122669,"RECIFE
 ",http://qedu.org.br/escola/88400-escola-saber-viver/sobre
470,Colégio Núcleo,Recife,1410664493,26137631,"RECIFE
 ",https://www.qedu.org.br/escola/265328-colegio-nucleo/censo-escolar
471,Plataforma A+ — Tagueamento BNCC do Banqo,Rio de Janeiro,5022857602,33087555,"RIO DE JANEIRO
 ",http://qedu.org.br/escola/169912-colegio-angelorum/sobre
472,COL PENTAGONO,Rio de Janeiro,5020101712,33075425,"RIO DE JANEIRO
 ",https://qedu.org.br/escola/181513-colegio-pentagono/sobre
473,ESCOLA ISRAELITA BRASILEIRA ELIEZER STEINBARG MAX NORDAU,Rio de Janeiro,5020022091,33064040,"RIO DE JANEIRO
 ",https://www.qedu.org.br/escola/181208-escola-israelita-bras-eliezer-steinbarg-max-nordau/censo-escolar
474,Escola Nova,Rio de Janeiro,5011881893,33065365,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/179016-escola-nova-gavea/sobre
475,Colégio Santo Inácio - RJ,Rio de Janeiro,4967945282,33063729,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/177886-colegio-santo-inacio/sobre
476,Colégio São Bento,Rio de Janeiro,4951260062,33062633,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/173042-colegio-de-sao-bento/sobre
477,Puc - Rio,Rio de Janeiro,4949302092,33124361,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/174251-colegio-militar-do-rio-de-janeiro/censo-escolar
478,Pensi Colégio e Curso Niterói,Rio de Janeiro,4676169234,33162573,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/267211-colegio-e-curso-ponto-de-ensino-pensi-ponto-de-ensino/sobre
479,Colégio Anglo Américano,Rio de Janeiro,4668224172,33087628,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/172451-anglo-americano-escolas-integradas-ltd/sobre
480,ESCOLA SAINT GEORGES,Rio de Janeiro,4169657360,33106851,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/179303-ji-st-georges/sobre
481,COC GUANABARA,Rio de Janeiro,4168790899,33128456,"RIO DE JANEIRO
 ",https://www.qedu.org.br/escola/180850-cape-jd-guanabara/censo-escolar
482,Elite Curitiba,Rio de Janeiro,4130931139,33169713,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/267696-sistema-elite-de-ensino/sobre
483,COLÉGIO ASSOCIADOS DA ILHA,Rio de Janeiro,4125145141,33129878,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/168746-colegio-notre-dame-ilha/sobre
484,Colégio Nascimento,Rio de Janeiro,4124592312,33108668,"RIO DE JANEIRO
 ",http://qedu.org.br/escola/180487-ce-lima-nascimento/censo-escolar
485,COC Ilha do Governador,Rio de Janeiro,4121589486,33106304,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/181447-centro-cultural-ilha-do-governador/sobre
486,COC Ilha do Governador,Rio de Janeiro,4121473817,33106304,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/181447-centro-cultural-ilha-do-governador/sobre
487,CAMÕES-PINOCHIO,Rio de Janeiro,4121292104,33076820,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/169047-ce-luiz-de-camoes-casa-jd-pinochio-ltda/sobre
488,Centro Educacional Primeiro Mundo,Rio de Janeiro,4053397405,33121729,"NITERÓI
 ",http://qedu.org.br/escola/173656-ce-a-d-s-jd-esc-meu-peq-mundo/sobre
489,Colégio São Sebastião,Rio de Janeiro,4038364867,33075557,"RIO DE JANEIRO
 ",https://www.qedu.org.br/escola/180733-colegio-sao-sebastiao/sobre
490,Over Zona Norte,Rio de Janeiro,4027444775,24285323,"NATAL
 ",http://www.qedu.org.br/escola/72233-overdose-colegio-e-curso/sobre
491,Acesso Campo Largo Kids,Rio de Janeiro,4026484543,,Rio de Janeiro,
492,Liessin Barra,Rio de Janeiro,4021548307,33140863,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/176259-colegio-israelita-brasileiro-a-liessin-scholem-aleichem/sobre
493,Franco Brasileiro,Rio de Janeiro,4017164098,33063419,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/172296-colegio-franco-brasileiro/sobre
494,Liessin,Rio de Janeiro,4017162930,33140863,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/176259-colegio-israelita-brasileiro-a-liessin-scholem-aleichem/sobre
495,Physics Augusto Montenegro,Rio de Janeiro,3993216987,,Rio de Janeiro,
496,Instituto Nossa Senhora Auxiliadora,Rio de Janeiro,3986531442,33067279,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/178633-instituto-ns-auxiliadora/sobre
497,Portinari,Rio de Janeiro,3977065948,33085994,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/172226-1120002-escola-municipal-candido-portinari/censo-escolar
498,Marília Mattoso,Rio de Janeiro,3977042138,33055866,"NITERÓI
 ",http://qedu.org.br/escola/175423-colegio-marilia-mattoso/sobre
499,Novo Tempo,Rio de Janeiro,3977042135,,Rio de Janeiro,
500,Curso CN,Rio de Janeiro,3977022614,33162573,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/267211-colegio-e-curso-ponto-de-ensino-pensi-ponto-de-ensino/sobre
501,Domus,Rio de Janeiro,3976999069,35384793,"PINDAMONHANGABA
 ",http://www.qedu.org.br/escola/211718-domus-colegio/sobre
502,Montessori,Rio de Janeiro,3976985906,33170215,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/275000-colegio-estadual-maria-montessori/sobre
503,Itamarati,Rio de Janeiro,3976956439,33067830,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/176276-instituto-guanabara-e-colegio-itamarati/sobre
504,IDAAM,Rio de Janeiro,3976941305,33105405,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/176866-colegio-ph/sobre
505,Centro Educacional Novo Mundo,Rio de Janeiro,3576895664,33181101,"ITAGUAÍ
 ",https://www.qedu.org.br/escola/286346-centro-educacional-novo-mundo/sobre
506,Colégio e Curso GMT,Rio de Janeiro,3422054957,33073406,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/181306-colegio-e-curso-gmt/sobre
507,Escola Padre Butinhá,Rio de Janeiro,3355325109,33078394,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/172263-alfsj-escola-padre-butinha/sobre
508,Colégio vip,Rio de Janeiro,3310025526,33162603,"RIO DE JANEIRO
 ",http://qedu.org.br/escola/267102-colegio-futuro-vip-pilares/sobre
509,Colégio Primeiro de Maio,Rio de Janeiro,3258317187,33067694,"RIO DE JANEIRO
 ",http://qedu.org.br/escola/171864-col-1-de-maio/sobre
510,Colégio Pedro II,Rio de Janeiro,3258275141,,"RIO DE JANEIRO
 ",https://www.qedu.org.br/escola/171128-colegio-pedro-ii-campus-sao-cristovao-i/pessoas
511,Colégio Sion,Rio de Janeiro,3212722107,33063656,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/178506-sociedade-brasileira-de-ensino-colegio-sion/sobre
512,Colégio-Curso Tamandaré,Rio de Janeiro,3212293151,,"RIO DE JANEIRO
 ",https://qedu.org.br/escola/175184-colegio-curso-tamandare/censo-escolar
513,Colégio Santo Agostinho,Rio de Janeiro,3203194519,33065403,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/175985-colegio-santo-agostinho/sobre
514,Colégio Euclides da Cunha,Rio de Janeiro,3154133285,33018839,"CANTAGALO
 ",http://qedu.org.br/escola/177138-colegio-euclides-da-cunha/sobre
515,Objetivo Barra,Rio de Janeiro,3014196489,33175560,"NITERÓI
 ",https://www.qedu.org.br/escola/281948-colegio-objetivo-camboinhas/censo-escolar
516,Centro de Ensino e Cultura,Rio de Janeiro,2954718749,33172315,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/274914-centro-de-ensino-e-cultura/sobre
517,Colégio Mercúrio,Rio de Janeiro,2944755116,33088101,"RIO DE JANEIRO
 ",http://www.qedu.org.br/escola/184052-colegio-mercurio-asesfat/sobre
